"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZNF555",46.3682138670215,0.983936826495048,0.432643026059082,2.27424635838388,0.0229511783714556,0.660556621984698
"ZNF558",71.9682499449908,0.782074053483245,0.424225680450335,1.84353302858289,0.0652512239754336,0.660556621984698
"ZNF564",145.103741018261,0.689874373254411,0.532017708109316,1.29671317841296,0.194729893270357,0.660556621984698
"ZNF569",83.3125574138946,0.761320021426712,0.473933315632713,1.60638637613043,0.108189042414652,0.660556621984698
"ZNF57",63.4040543058546,0.766304574647027,0.473570042871721,1.61814410810314,0.105631544715959,0.660556621984698
"ZNF570",38.2317010019227,0.674056450268444,0.45894386652351,1.4687121877767,0.141910870305812,0.660556621984698
"ZNF571",34.7112405582129,0.813381148384334,0.461148415617037,1.76381642186929,0.0777628917641956,0.660556621984698
"ZNF571-AS1",9.79936757295191,0.628857835323119,0.480332304377202,1.30921412029219,0.190461830474869,0.660556621984698
"ZNF580",540.970117606028,0.817954289725314,0.486950459606494,1.67974847048364,0.0930062647926995,0.660556621984698
"ZNF582",18.2260503074747,0.745005378439386,0.420696656713526,1.77088495130756,0.0765798353142055,0.660556621984698
"ZNF587",123.065545204974,0.795163548622197,0.501295347502291,1.58621769099615,0.112689936020288,0.660556621984698
"ZNF587B",73.3446770134633,0.741094801442969,0.527763416615094,1.4042178334302,0.160253992983852,0.660556621984698
"ZNF589",142.742346503338,0.743389771770311,0.500813347509447,1.48436493449546,0.137712132135233,0.660556621984698
"ZNF597",30.200806344093,0.648457618152723,0.496297741356621,1.3065899038351,0.191352027355636,0.660556621984698
"ZNF599",40.5925825283148,0.82300251948676,0.391418199710178,2.10261689440129,0.0354992719099427,0.660556621984698
"ZNF600",152.421249401041,0.628542749750001,0.458628447908358,1.37048356380107,0.170536002657586,0.660556621984698
"ZNF607",28.8099792738456,0.535993613054484,0.425044264544268,1.26103010383913,0.207298001305422,0.660556621984698
"ZNF611",178.410714857026,0.578109416869315,0.458622398406705,1.26053463345384,0.207476562281845,0.660556621984698
"ZNF616",32.1927303747731,0.927080068335674,0.428950157220063,2.16127690532599,0.0306739558077151,0.660556621984698
"ZNF619",31.9704933773792,1.20958230461264,0.531742869391365,2.27475039956273,0.0229209072181667,0.660556621984698
"ZNF620",33.4636018488463,0.708742384517993,0.524920597900656,1.35018969983747,0.176955141283848,0.660556621984698
"ZNF622",488.75946066766,0.608540074659705,0.486199633603949,1.25162594251441,0.210706196944241,0.660556621984698
"ZNF623",61.6199654490779,0.553957709910421,0.438674113519365,1.26280008972074,0.206661032477896,0.660556621984698
"ZNF627",101.994459047025,1.00852994777554,0.476500777945963,2.11653368568039,0.0342994433797759,0.660556621984698
"ZNF638",581.228460369795,0.70495538453128,0.464173412962999,1.51873279434786,0.128829768351763,0.660556621984698
"ZNF652",97.0787069078814,-1.05420754024513,0.498394418088958,-2.11520735783395,0.0344122781180014,0.660556621984698
"ZNF654",177.945122944526,0.653867119682172,0.524239706979766,1.24726744459936,0.212299450289055,0.660556621984698
"ZNF668",142.72527688363,0.758531253765113,0.485101527760383,1.56365463796228,0.117898696079387,0.660556621984698
"ZNF669",62.0806044606453,0.681687137316197,0.397134463825125,1.71651468057019,0.0860678833599758,0.660556621984698
"ZNF670",37.6272440808146,1.03382731596887,0.483619312850547,2.1376882363843,0.032542054895202,0.660556621984698
"ZNF672",343.257994660709,0.78646762192503,0.466846817719092,1.68463742725619,0.0920585457102671,0.660556621984698
"ZNF674",24.3914762827548,0.647110707194784,0.505387242767722,1.28042548848468,0.200395534542136,0.660556621984698
"ZNF681",52.2978885669492,0.509313613873554,0.395503514229627,1.28776002121147,0.197829512887372,0.660556621984698
"ZNF688",366.919901139986,0.670796144294222,0.44882121867396,1.49457315381854,0.135025876859,0.660556621984698
"ZNF69",12.1858377128839,0.81259248274832,0.506467057228796,1.60443304485494,0.108618631986689,0.660556621984698
"ZNF691",157.449220771159,0.625143909051003,0.482336034430479,1.29607548353534,0.194949480476673,0.660556621984698
"ZNF696",79.4450643668588,0.600965271611899,0.50234599970078,1.19631742259292,0.231572712334097,0.660556621984698
"ZNF70",13.1939826353887,0.748669641267502,0.506506183424836,1.478105629837,0.139379507442974,0.660556621984698
"ZNF700",216.345208743716,0.586123557608049,0.475557072503658,1.23249887657499,0.217762786028771,0.660556621984698
"ZNF706",2183.07443604592,0.625604014129959,0.488839042881489,1.27977505733237,0.200624258478551,0.660556621984698
"ZNF707",48.9971328025191,0.58384620815616,0.460084171242924,1.26899868469478,0.204441533173394,0.660556621984698
"ZNF708",255.913748571275,0.610438789688821,0.488834279165639,1.24876428619274,0.211751300020507,0.660556621984698
"ZNF71",94.8360485584786,0.791637891294499,0.474439805207824,1.66857393204546,0.0952018486378823,0.660556621984698
"ZNF710",93.2141029555265,0.662557159345679,0.443209224345435,1.49490832534949,0.134938369215197,0.660556621984698
"ZNF718",43.4317896568869,0.535707651039273,0.460694347984464,1.16282661895678,0.24489985480844,0.660556621984698
"ZNF721",187.845479227629,0.644422257361395,0.503712762401921,1.27934470885453,0.2007756951003,0.660556621984698
"ZNF738",143.200932278784,0.626602317592603,0.508544401133682,1.23214868986019,0.21789354610695,0.660556621984698
"ZNF74",37.5813653953125,-0.726601144258896,0.546628268011022,-1.32924180248257,0.183768207760178,0.660556621984698
"ZNF740",104.450760624969,0.615675762722858,0.510196075199965,1.20674343188852,0.227530967246947,0.660556621984698
"ZNF746",296.088837274025,0.74210528122501,0.510809115509034,1.4528035203238,0.146278314270515,0.660556621984698
"ZNF747",126.46727554453,0.637186814344265,0.472192656429749,1.34942127046625,0.177201692537576,0.660556621984698
"ZNF75A",122.00650086168,0.552708609919586,0.445788999783835,1.23984353626401,0.215033271719123,0.660556621984698
"ZNF75D",137.14913000463,0.880124686417858,0.458874828571371,1.91800602608336,0.0551102470523653,0.660556621984698
"ZNF76",284.384542260083,0.57393923804706,0.420332556054751,1.36544083911573,0.172114535486634,0.660556621984698
"ZNF763",33.4728864951803,0.493680248483,0.410763155681312,1.20186107652269,0.22941735714428,0.660556621984698
"ZNF764",211.128074528033,0.764018724748421,0.394857612533945,1.93492210988522,0.0529998545628219,0.660556621984698
"ZNF765",62.6485105661,0.696531729518982,0.45533475665669,1.52971351151247,0.126087657699628,0.660556621984698
"ZNF766",230.619861381848,0.622422106303713,0.453008272160209,1.37397514472669,0.16944939889649,0.660556621984698
"ZNF768",50.0901412756253,0.959953399226654,0.498522945858706,1.92559521522752,0.0541549366363667,0.660556621984698
"ZNF77",60.0123782479402,0.871675467097954,0.526023632370995,1.65710324300254,0.0974986036043293,0.660556621984698
"ZNF772",30.7869595037828,1.0521591640961,0.504905407385708,2.08387382805813,0.0371716455578894,0.660556621984698
"ZNF773",86.693306566361,0.757504513033023,0.477483169686036,1.58645280320794,0.112636630399042,0.660556621984698
"ZNF774",7.46017526707346,0.815115367409375,0.561041398136583,1.45286135767639,0.146262251850145,0.660556621984698
"ZNF775",92.4867019398654,1.07574568698838,0.484032244457041,2.2224669932787,0.0262517622535162,0.660556621984698
"ZNF776",103.392195046272,0.793549481663562,0.51663833190241,1.53598645834405,0.124541701597396,0.660556621984698
"ZNF777",145.714757872823,0.5430222294197,0.429621223953993,1.26395578044778,0.206245898937159,0.660556621984698
"ZNF778",22.2566140712072,1.09274939135711,0.492352356785024,2.21944584259245,0.02645640781155,0.660556621984698
"ZNF781",31.7055431250109,1.15195714439957,0.658904557940228,1.7482913580089,0.0804135889183615,0.660556621984698
"ZNF782",31.5513462444068,0.704780373300431,0.443028044876892,1.59082564061215,0.111648820823684,0.660556621984698
"ZNF785",43.8517861965004,0.880216708167106,0.406339480627445,2.16621015218095,0.0302951317031735,0.660556621984698
"ZNF788",5.51256500121298,0.675503389266421,0.556148629525537,1.21460946481646,0.22451507724831,0.660556621984698
"ZNF79",91.2180482527233,0.677001658517264,0.47052762445865,1.43881384073075,0.15020327385494,0.660556621984698
"ZNF790",63.861003969114,0.620408066577867,0.423299167047454,1.46564915519505,0.142743892495837,0.660556621984698
"ZNF799",44.9933623724947,0.930811205470474,0.519218972911097,1.79271416114035,0.0730186409993919,0.660556621984698
"ZNF8",45.4772598071801,0.86830409672079,0.483247514812769,1.79681026824775,0.0723657456780888,0.660556621984698
"ZNF80",76.6632874184962,1.05338853173097,0.473350039921825,2.22539018250626,0.0260550560287882,0.660556621984698
"ZNF816",80.3093265566715,0.988889915567984,0.503376824165234,1.964512206552,0.0494707221123798,0.660556621984698
"ZNF818P",30.1572150515761,0.652644513498425,0.509810755784274,1.28017015351985,0.200485300306958,0.660556621984698
"ZNF821",124.39996122754,0.615407566567489,0.44030170218654,1.39769517926316,0.162204622523854,0.660556621984698
"ZNF827",120.467380604861,0.830863892692726,0.439228565913229,1.8916435705069,0.0585384865321493,0.660556621984698
"ZNF830",355.232859077935,0.530860819614729,0.44415954657665,1.19520299339804,0.232007729308547,0.660556621984698
"ZNF844",11.7794859365987,0.646241807579564,0.492688515007932,1.31166403903115,0.189633515346997,0.660556621984698
"ZNF845",61.4892991645978,0.867227224121763,0.456823657605351,1.8983850982406,0.0576453711898901,0.660556621984698
"ZNF85",98.1382319186492,0.788238289202938,0.481134326432556,1.63829152462983,0.101360894841122,0.660556621984698
"ZNF850",31.6737081724388,0.841735768766806,0.659372621484108,1.27657069969365,0.201753851726488,0.660556621984698
"ZNF852",22.9469481692423,0.69319388976568,0.470724545344168,1.47261046109005,0.140856102416076,0.660556621984698
"ZNF853",22.936358875861,0.97818256503045,0.446902346435346,2.18880606206879,0.0286109389439034,0.660556621984698
"ZNF865",35.9674737631452,0.664159866722096,0.50836950295761,1.30645104172875,0.191399217835531,0.660556621984698
"ZNF891",20.3343882191936,-0.766860358736852,0.495658502899312,-1.54715465234868,0.121825957922017,0.660556621984698
"ZNF92",209.076091081044,0.625066287130247,0.499451514365899,1.25150543976992,0.210750130255749,0.660556621984698
"ZNFX1",807.428990222511,0.643936482819839,0.491777532059555,1.30940606441097,0.190396838326315,0.660556621984698
"ZNHIT2",175.604892464076,0.866690206323795,0.485008326762393,1.78695943657147,0.0739440448756532,0.660556621984698
"ZNRF1",1674.0967511489,0.967015353524604,0.497723932182645,1.94287493728501,0.0520312707975385,0.660556621984698
"ZNRF2",346.594684052456,0.771373362899992,0.423467869165564,1.82156290728732,0.0685213334213903,0.660556621984698
"ZNRF2P1",17.7264004596923,0.912126281219027,0.6225518731059,1.4651410117336,0.142882449399291,0.660556621984698
"ZNRF3",20.2496465672858,0.773311457484001,0.437600572699934,1.76716280948349,0.077200966104806,0.660556621984698
"ZPR1",484.810297547043,0.789316673503098,0.469490826958625,1.68121852053279,0.0927204774010601,0.660556621984698
"ZRANB1",207.013430814076,0.850561373044019,0.493532011200894,1.72341682756176,0.0848131740022134,0.660556621984698
"ZRANB2-AS1",128.025493929492,0.61978080729238,0.458625743933174,1.35138686715914,0.17657153846816,0.660556621984698
"ZSCAN21",82.2380694600004,0.5836357064493,0.499792928093545,1.16775503141986,0.242905591772542,0.660556621984698
"ZSCAN25",147.02914093283,0.845409961819524,0.538109934333174,1.57107294974429,0.11616570499716,0.660556621984698
"ZSCAN29",149.24468389016,0.604924796852991,0.468568658116384,1.2910056752083,0.196701709604527,0.660556621984698
"ZSCAN30",82.1078567974961,0.851202485744578,0.508031740244285,1.67549075838309,0.0938379828100098,0.660556621984698
"ZSCAN9",48.3524062280632,0.88491266966765,0.459299905549805,1.9266554575237,0.0540225823769866,0.660556621984698
"ZSWIM3",73.2840587813343,0.883314247575246,0.515884723585976,1.71223183628161,0.0868539526281659,0.660556621984698
"ZSWIM6",94.889028263486,0.610872007692624,0.520700019823725,1.17317454279995,0.240725818536285,0.660556621984698
"ZSWIM7",179.659240813559,0.691292679909121,0.447137340248852,1.54604104305935,0.122094655875512,0.660556621984698
"ZSWIM8",344.550594336668,0.554013304138971,0.450814077173597,1.22891748991599,0.219102743219955,0.660556621984698
"ZUFSP",163.075127542047,0.90159487954215,0.477921732264546,1.88649065040442,0.0592288671450215,0.660556621984698
"ZW10",211.434373414341,0.714535232089454,0.49213787179484,1.45190052024146,0.146529267888772,0.660556621984698
"ZWILCH",422.791636958158,0.813067883305037,0.511398676086199,1.58989047356859,0.111859495367803,0.660556621984698
"MEF2D",484.858588578505,0.553907656635737,0.47964382254943,1.15483121140094,0.248159553139643,0.660605918462324
"PRPF39",306.518360798832,0.529107693699203,0.458150357412797,1.15487783680254,0.248140456552169,0.660605918462324
"ERLIN1",189.410417971509,0.588275108850928,0.50951433205683,1.15458010077195,0.248262419396475,0.660691912227175
"ST6GALNAC2",7.33216853629144,-0.639422505088974,0.553827709475814,-1.15455130566539,0.248274217079135,0.660691912227175
"CDK10",515.287300268363,0.521160552588237,0.451447220439414,1.15442188808022,0.248327245778634,0.660723438021958
"RALGPS2",59.6158192493973,0.555400829277431,0.48115530439035,1.15430677830966,0.248374418526039,0.660739375034285
"ACADM",752.254518951581,0.526559025575712,0.463792063005495,1.13533427494095,0.256235286475889,0.660775486232506
"ANP32A",1264.54028321231,0.511587748320523,0.451145140398058,1.13397597028117,0.256804627829794,0.660775486232506
"AP1G1",435.696189825443,0.556046256953535,0.487682916592735,1.14017989565521,0.254211361477861,0.660775486232506
"AREL1",205.601572051697,0.570854158350306,0.496274255228876,1.1502796132091,0.250028724787835,0.660775486232506
"ARFGAP1",378.889798314759,0.490920050249385,0.426743316579854,1.15038720274257,0.249984428603401,0.660775486232506
"ARHGEF33",5.92566862332068,0.61372351547984,0.537058430447821,1.14274998898741,0.253142408292952,0.660775486232506
"ARMC1",640.72956377202,0.579900868582244,0.507001885253133,1.14378444232552,0.252713043415217,0.660775486232506
"ARPC5L",1628.71227384006,0.51320639895089,0.45291294518998,1.13312371483579,0.257162303752868,0.660775486232506
"ASB1",305.301332843152,0.547114834916755,0.477855567090263,1.14493766023952,0.252234982072419,0.660775486232506
"ATG5",513.865303478182,0.527310787836893,0.461440804621497,1.14274850112015,0.253143026219582,0.660775486232506
"ATL2",230.635338730923,0.567856322400143,0.498006978123692,1.14025776212939,0.254178929184054,0.660775486232506
"ATP1A3",31.8336154584619,0.466475024048841,0.406853736322226,1.14654231337671,0.251570829752575,0.660775486232506
"ATP5I",1019.03351168792,0.571783026423952,0.50514629743921,1.13191570307958,0.257669876136888,0.660775486232506
"ATP5J",2199.03618251295,0.567433976000271,0.495439937650664,1.14531335259527,0.252079376714959,0.660775486232506
"B3GNT8",7.97927567782493,0.586280056708732,0.512845560178931,1.14319027448376,0.252959599335232,0.660775486232506
"B4GALT1",217.667704170419,0.600669623074697,0.528584527782069,1.13637382765458,0.255800144541392,0.660775486232506
"BCORL1",60.8078309148322,0.718170820894615,0.634337047723924,1.13215966728019,0.25756731331745,0.660775486232506
"BRD2",1340.00859715874,0.541331991285398,0.478283703459604,1.13182194452736,0.25770929987065,0.660775486232506
"BRICD5",93.3642479875392,0.540688373951618,0.469929007286827,1.15057458800708,0.249907292438302,0.660775486232506
"C10orf54",837.844230757477,0.508297085325404,0.441042164003967,1.1524909108709,0.249119402573698,0.660775486232506
"C11orf31",1793.23468233927,0.526269701190424,0.463073705160397,1.1364707072023,0.255759618316478,0.660775486232506
"C12orf4",166.223875885368,0.597183592614663,0.523768037510352,1.14016807030318,0.254216287126629,0.660775486232506
"C21orf59",586.190799365472,0.516677683264321,0.453196583376745,1.1400740919417,0.254255434571942,0.660775486232506
"CCDC146",39.1743079562889,0.487085458507181,0.422583756954974,1.15263649037764,0.249059619086971,0.660775486232506
"CCDC157",39.0297368384193,0.530031347562209,0.466355495322397,1.13653929862195,0.255730928154219,0.660775486232506
"CELF1",1078.24520657014,0.558330618116871,0.488445036129512,1.14307767879297,0.253006340929985,0.660775486232506
"CEP85L",482.587112662359,0.574831509032078,0.507584145225013,1.13248515431319,0.257430522312288,0.660775486232506
"CETN3",348.136745679108,0.574715407923265,0.501067781209021,1.14698136554807,0.25138932251324,0.660775486232506
"CHCHD5",468.584718953421,0.544564302750846,0.479993869688794,1.13452345360977,0.256575041423288,0.660775486232506
"COL6A4P2",19.6366345192669,0.741459498241116,0.653206591770382,1.13510718903118,0.256330409780743,0.660775486232506
"COPS8",673.683299535897,0.484925081463272,0.426390654459706,1.13727886948586,0.255421725275876,0.660775486232506
"CPEB4",137.364180683714,0.748404758529018,0.655524092899518,1.14168917151263,0.253583243431205,0.660775486232506
"CXorf40B",440.265549013585,0.539478704819417,0.467487091579621,1.15399700769606,0.24850139571046,0.660775486232506
"DCAF8",756.478031570976,0.512848479545034,0.448445101802674,1.1436148538215,0.252783398787336,0.660775486232506
"DDA1",692.170122544831,0.533021508509574,0.463310119496731,1.15046377378626,0.249952906524083,0.660775486232506
"DDX19A",332.566489253664,0.550276954801822,0.47700871294715,1.15359937851447,0.248664453288957,0.660775486232506
"DDX42",492.537425567998,0.555304797501104,0.488368203453368,1.13706173656354,0.255512478156056,0.660775486232506
"DECR1",1057.69446361532,0.517905050507421,0.457093921485955,1.13303858608265,0.257198049705653,0.660775486232506
"DNPH1",1405.03231101606,0.546136799284457,0.479566507085919,1.1388134726152,0.254780961277719,0.660775486232506
"EED",1163.41826810355,0.530156067432463,0.463079016911869,1.14485011859944,0.252271249941692,0.660775486232506
"EIF3H",1926.92650407111,0.56748883959108,0.49656313209752,1.14283321275578,0.253107846275745,0.660775486232506
"ELMO1-AS1",36.6937715561937,0.621444561514363,0.539290804793736,1.1523366539729,0.249182760452353,0.660775486232506
"EPS8L2",159.607104077274,0.4762748349673,0.415264308064682,1.14691974657527,0.25141479071493,0.660775486232506
"ETNK2",14.9148634243396,0.502268391959696,0.438479859123193,1.14547654016323,0.252011808064894,0.660775486232506
"EXOC6",217.065199196805,0.532916831135366,0.469450338788908,1.13519319745341,0.256294379097377,0.660775486232506
"FAM102A",1407.05942356305,0.537955988018594,0.473431233078658,1.13629171552612,0.255834496818127,0.660775486232506
"FAM115C",131.331798951944,0.535928682394019,0.466728000124671,1.14826768964121,0.250858073145271,0.660775486232506
"FBXL17",95.3755818611663,0.504723459866114,0.445059242680372,1.13405904532263,0.25676978124599,0.660775486232506
"FLJ20021",14.0766649605778,0.616123015147864,0.538304625421315,1.14456199343567,0.25239064378705,0.660775486232506
"FLJ22447",10.4363343196016,0.626766720084042,0.545068914913395,1.14988527677024,0.250191125739056,0.660775486232506
"FNDC3B",68.2596010209581,0.558366125288601,0.484511520737471,1.15243105971704,0.249143983878755,0.660775486232506
"FOXB1",39.2921832009379,-0.778890841584008,0.685169664222066,-1.13678535734409,0.255628026034804,0.660775486232506
"FOXK2",257.224108342158,0.539865402002117,0.473836588760956,1.13934933436403,0.254557479109741,0.660775486232506
"FUNDC1",186.722341329517,0.541790019255535,0.473974047794557,1.14307950356466,0.253005583368674,0.660775486232506
"GFPT1",413.899132177499,0.570791195996692,0.503811648985261,1.13294561002378,0.257237094717436,0.660775486232506
"GNA13",994.063312861204,0.55867085937515,0.488802677076622,1.1429373969807,0.253064584219009,0.660775486232506
"GNPAT",530.666848959476,0.528186452649202,0.464480679241056,1.13715484035254,0.255473561750467,0.660775486232506
"GORASP1",218.180493513126,0.581511559539889,0.508633260194109,1.14328260664269,0.252921274184178,0.660775486232506
"GPBP1",1080.74304906071,0.561289170271442,0.495327489749544,1.13316781702395,0.257143786398187,0.660775486232506
"GSPT2",152.106119987748,0.550978715668037,0.483149581313006,1.14038951285169,0.25412406003085,0.660775486232506
"GTF3C5",542.986765502356,0.534578229639092,0.46646529290518,1.14601930255025,0.251787165366523,0.660775486232506
"GTSF1L",8.02054330208468,0.585521936133424,0.512753942734801,1.1419160094811,0.253488933354914,0.660775486232506
"HCLS1",3470.51265809656,0.515443213628595,0.454151022440508,1.13495993218008,0.256392106848413,0.660775486232506
"HIBADH",254.218735040318,0.530606726124084,0.466987065069659,1.13623431099732,0.255858514373309,0.660775486232506
"HIPK1-AS1",14.1178491070083,0.562399935387615,0.494218433277956,1.13795823368513,0.255137922930674,0.660775486232506
"HIST1H2AK",18.1728562652447,0.577831634185994,0.503666438915825,1.14725061973519,0.251278056153401,0.660775486232506
"HIVEP1",183.06669437375,0.523155043464381,0.461192886956648,1.13435193442946,0.256646952427781,0.660775486232506
"HS1BP3",137.141253628905,0.532947101785321,0.462899414821223,1.15132377514703,0.249599059604577,0.660775486232506
"HSD17B7P2",67.1062200088638,0.517633675467666,0.455187331747194,1.13718822859322,0.255459606820331,0.660775486232506
"HYKK",51.2134284369999,0.525226670879827,0.455904100012726,1.15205515998905,0.249298407402853,0.660775486232506
"IL10RB",824.095092880783,0.53826965428723,0.475059120929004,1.13305824596024,0.257189794126943,0.660775486232506
"IL12A",41.4078931253649,-0.691375886198887,0.609723036927018,-1.1339179337612,0.256828973725217,0.660775486232506
"IPO5P1",95.7917233126414,0.576260080350618,0.503831689314569,1.1437551320652,0.252725202074581,0.660775486232506
"ISY1",273.40884502459,0.534470123334356,0.471540457803869,1.13345549568233,0.257023020362938,0.660775486232506
"KCNAB3",27.7345688060166,0.556013018795484,0.489125797852107,1.13674850363056,0.255643436479522,0.660775486232506
"KCNH3",19.485725477206,0.528651305598896,0.466570173649696,1.13305850964192,0.257189683402943,0.660775486232506
"KDM5B",400.686788453991,0.534249988075346,0.472054040790534,1.13175598959105,0.257737035205873,0.660775486232506
"KHSRP",636.609032226873,0.536257543400418,0.467982717618875,1.14589176739032,0.251839938049778,0.660775486232506
"KLC1",705.763597231598,0.534045604433609,0.465199157735635,1.14799348956925,0.250971251479365,0.660775486232506
"KLRB1",551.961306580178,-0.93654713124023,0.815932951407053,-1.14782364117686,0.251041375671273,0.660775486232506
"KRT18",24.206304505126,0.468237776443493,0.411293671014438,1.13845120759725,0.25493212188316,0.660775486232506
"LARP1",1389.45773706101,0.527534717765295,0.459498973079527,1.14806506362745,0.25094170526193,0.660775486232506
"LARP7",951.81086737642,0.542613423846428,0.472588451607151,1.14817326153684,0.250897045099373,0.660775486232506
"LOC101928371",28.4831163535782,0.740157377062711,0.653735495014306,1.13219701654186,0.25755161414671,0.660775486232506
"LOC284454",53.5951337552331,0.477098160290938,0.416539124751761,1.14538618809282,0.252049217242869,0.660775486232506
"LSM3",1445.06663761582,0.540143559303151,0.475472897933525,1.13601334934272,0.255950977427178,0.660775486232506
"MACROD2",5.99610336901084,0.659001691135876,0.575655882607471,1.14478408202985,0.252298610820819,0.660775486232506
"MAN1B1-AS1",30.6782076615068,0.512666076417628,0.452275663415067,1.13352567446712,0.25699356564059,0.660775486232506
"MAP1LC3B2",82.0783591202343,0.549071983522334,0.479322531343747,1.14551674001856,0.251995165047245,0.660775486232506
"MAP2K5",138.299475941216,0.522310325450766,0.459679901027259,1.13624790704041,0.255852825765644,0.660775486232506
"MED1",336.538068075738,0.5488984027999,0.482375124644471,1.1379077708546,0.255158996085025,0.660775486232506
"METAP1D",24.1749534403221,-0.593007666658892,0.516611723361935,-1.14787884177269,0.251018583863611,0.660775486232506
"MGAT4A",214.841102622728,-0.57069005771095,0.499933417784091,-1.14153212689898,0.253648550555989,0.660775486232506
"MICU1",368.007128283267,0.528207321812085,0.46613272160661,1.13316936856851,0.257143134962077,0.660775486232506
"MIR4458HG",26.914903523218,0.812726299243779,0.710243335178873,1.14429275008839,0.252502248943217,0.660775486232506
"MIR6723",35.4197207038965,0.485983722246852,0.421917255827435,1.15184604453727,0.249384343163956,0.660775486232506
"MOCS1",5.63078832105416,-0.632662122021856,0.554187328730844,-1.14160336987626,0.253618922657464,0.660775486232506
"MORF4L1",2264.7759546515,0.561676371903796,0.490638906972105,1.14478563343068,0.252297968006426,0.660775486232506
"MPC1",477.490207166688,0.575062338167004,0.506975126458741,1.134300892006,0.256668355138027,0.660775486232506
"MPI",253.167836036137,0.518102021203657,0.450971877370782,1.14885660769858,0.250615112810251,0.660775486232506
"MRFAP1L1",821.942672535138,0.548364004620768,0.484410521758326,1.13202331491542,0.257624632510678,0.660775486232506
"MRPL19",605.907123245437,0.531953660198501,0.464334204985291,1.14562669406479,0.251949647227819,0.660775486232506
"MRPL22",815.002073272413,0.528762015191195,0.46697558095865,1.13231191683664,0.257503321789646,0.660775486232506
"MRPL24",649.054004353442,0.555970652007217,0.490773205874104,1.13284638475116,0.257278768604498,0.660775486232506
"MRPL49",808.679045997498,0.549587227371491,0.477554817804497,1.1508358975377,0.249799753498131,0.660775486232506
"MSANTD2",98.6293017586898,0.519464332554635,0.455016135825012,1.14163936541013,0.253603954069864,0.660775486232506
"MTBP",75.0616784922079,0.530710621025922,0.461489140231778,1.14999590404095,0.250145558291323,0.660775486232506
"MTF1",239.138302789417,0.517146930733474,0.450272695045871,1.14851941151082,0.250754204241778,0.660775486232506
"MYH9",4248.9453996148,0.574642013119072,0.500267603234936,1.14866925102325,0.25069238967884,0.660775486232506
"MYLK4",8.42260949374831,0.586920375720566,0.515486117850232,1.13857649196886,0.254879838014709,0.660775486232506
"MYO9A",178.784904070935,0.530952001384188,0.465507226478422,1.14058809656051,0.254041373062752,0.660775486232506
"N4BP2L2",1423.9210769627,0.510641355191505,0.442859509668504,1.15305496222434,0.248887825852046,0.660775486232506
"NBN",624.79414455156,0.555425538389911,0.486903605870597,1.14072997548826,0.253982308495733,0.660775486232506
"NCDN",297.398094460811,0.579825132186677,0.511051910689819,1.13457188997499,0.256554736562262,0.660775486232506
"NDUFA1",2082.67349679047,0.552342408662929,0.487089770050901,1.13396429698207,0.25680952456462,0.660775486232506
"NDUFB7",1110.81090857507,0.54770121870149,0.48192829079526,1.13647866116698,0.255756291247264,0.660775486232506
"NEK9",342.59629220204,0.549855595267114,0.478541476925582,1.14902390237873,0.25054612473949,0.660775486232506
"NNT-AS1",200.404777442874,0.559278918727076,0.490207180214817,1.14090315544132,0.253910226184712,0.660775486232506
"NOP14-AS1",249.537818327517,0.547441339254937,0.475924466204246,1.15026937703177,0.250032939457353,0.660775486232506
"NOVA1",7.21448039282799,0.582461482003308,0.504860566748002,1.1537076182344,0.248620059532167,0.660775486232506
"NSUN3",121.10068487913,0.594105554604871,0.519751845977182,1.14305617036895,0.253015270357845,0.660775486232506
"NUDCD2",839.691018145176,0.528183612402889,0.460632598426954,1.1466483575123,0.251526981994216,0.660775486232506
"NUP107",590.918444037174,0.551011783184008,0.483903470764321,1.13868119671407,0.254836148188564,0.660775486232506
"NUP37",560.78142933579,0.519550976401392,0.455658094971084,1.14022110467359,0.254194197082828,0.660775486232506
"NUP62",1693.50680145338,0.553977025780997,0.483474605532168,1.14582445373987,0.251867794827125,0.660775486232506
"ORMDL2",848.065177094028,0.564348477950728,0.492692394499164,1.14543777060818,0.25202785965433,0.660775486232506
"OSGIN2",241.672285046736,0.535541651626453,0.464428263445298,1.15312028525915,0.248861016578885,0.660775486232506
"OXA1L",922.293920376737,0.560997581933496,0.486617020340817,1.1528523633238,0.248970987455029,0.660775486232506
"PAQR6",17.4618699495892,0.561359647911279,0.492118923166082,1.14069917145175,0.253995131483957,0.660775486232506
"PARPBP",412.258209999492,-0.607394785422801,0.52708360089322,-1.15236896840175,0.249169487026358,0.660775486232506
"PCNXL3",295.550454830804,0.616973695958642,0.540376300134106,1.14174825173777,0.253558677904475,0.660775486232506
"PDCD6IP",765.009922912982,0.530525098495251,0.460143041315169,1.15295690874498,0.248928071840831,0.660775486232506
"PDE6D",352.867194217227,0.545896498512758,0.477347088811259,1.14360496022341,0.252787503660025,0.660775486232506
"PDE8A",99.6898844837756,0.80778217470679,0.70791358891443,1.14107454265076,0.25383890408379,0.660775486232506
"PDP2",134.594384271573,0.59195486877519,0.521998759237304,1.13401585406084,0.256787897804956,0.660775486232506
"PDZD11",446.777259322598,0.55185354084299,0.485558977201622,1.13653246413739,0.255733786756517,0.660775486232506
"PEX6",237.058069061827,0.628251259226107,0.546116093401419,1.15039872806736,0.249979683783719,0.660775486232506
