"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MMP25",194.774145849065,0.0705785375421226,0.470677900230633,0.149950820948974,0.880803415640899,0.966533485750366
"MPDZ",5.27614721194135,-0.0728745734069205,0.606920164092609,-0.120072750451245,0.904425518182165,0.966533485750366
"MRAP",35.4998377931515,0.0512509987574261,0.461410511777093,0.11107462324609,0.911557171915183,0.966533485750366
"MS4A8",8.08250276043828,-0.0729280667025068,0.62625492794417,-0.116451086368151,0.907295049692074,0.966533485750366
"MT1A",58.8604373744239,-0.0730318015255513,0.661483572353478,-0.110406069897871,0.912087339478091,0.966533485750366
"MUC19",5.13522259430645,-0.0728641828867907,0.603013518047626,-0.120833415348138,0.903822982392129,0.966533485750366
"MUC3A",5.27614721194135,-0.0728745734069205,0.606920164092609,-0.120072750451245,0.904425518182165,0.966533485750366
"MX1",187.571666490235,-0.0836153840634101,0.540142974767007,-0.154802317107758,0.87697716444531,0.966533485750366
"MYH7",17.1772924369411,-0.0729270784975221,0.626031211703009,-0.11649112238212,0.907263321510757,0.966533485750366
"MYO1B",14.7279183270491,-0.0728600612737874,0.601644751984587,-0.121101465663003,0.90361066829074,0.966533485750366
"MYO3B",195.958419122148,-0.0730739768565064,0.675409257340867,-0.108192145817195,0.913843275114834,0.966533485750366
"MYOM3",5.37073076597519,-0.0937935538983459,0.589051371513599,-0.159228139402067,0.873489134641151,0.966533485750366
"MYRIP",5.27614721194135,-0.0728745734069205,0.606920164092609,-0.120072750451245,0.904425518182165,0.966533485750366
"NAV2",6.23514107877983,-0.0904990098183796,0.574696038726183,-0.157472826885968,0.874872221696372,0.966533485750366
"NBPF25P",7.9965262535528,0.0736897738096298,0.522053931581187,0.141153565468686,0.887748628091287,0.966533485750366
"NCAM2",50.5310952503322,-0.0731083386343943,0.686396690684354,-0.10651033087223,0.915177459184645,0.966533485750366
"NCAN",6.57501571949163,-0.0728905162484763,0.612856115599442,-0.118935773655748,0.905326239624624,0.966533485750366
"NCR2",5.4601845882585,0.0778711914611788,0.590766222008307,0.131813886035082,0.895131502924586,0.966533485750366
"NDRG4",7.41999830830814,-0.063468012459829,0.567395055851294,-0.111858592712981,0.910935528715612,0.966533485750366
"NEURL1",47.0702407801265,0.0572264163779216,0.507543323909081,0.112751786265586,0.910227343482355,0.966533485750366
"NGB",7.16226000300275,-0.0728659881541569,0.603781168891456,-0.1206827769868,0.90394230125074,0.966533485750366
"NIM1K",15.5892520457155,0.0798975183610519,0.563986907583296,0.141665555151653,0.887344183486736,0.966533485750366
"NKAIN3",6.8271414517621,-0.0728604339117016,0.601658088200992,-0.12109940070707,0.903612303850123,0.966533485750366
"NLGN1",59.9029399950712,-0.0730950563355516,0.682112306895956,-0.107159855637528,0.914662162548904,0.966533485750366
"NOL4",12.5245282933334,-0.0729154128912298,0.621885431369577,-0.11724894846089,0.90666277911911,0.966533485750366
"NOSTRIN",6.61130320664655,-0.0729109121198151,0.620174234300595,-0.117565206819727,0.906412174643194,0.966533485750366
"NOV",7.8804482111975,-0.072867240656201,0.604267203507402,-0.120587780096704,0.904017548275668,0.966533485750366
"NOXO1",10.3724283871387,-0.0560879827747304,0.506834373447938,-0.110663336413373,0.911883320655501,0.966533485750366
"NPBWR1",6.38570284443425,-0.0729143354833503,0.621380442117314,-0.117342501535612,0.906588646293657,0.966533485750366
"NPTX1",5.64665196770932,-0.0744113026217184,0.559257666252151,-0.1330537015619,0.894150910299474,0.966533485750366
"NT5C1A",7.16739591071249,-0.0757219132325363,0.566728670724605,-0.133612285991672,0.893709168489782,0.966533485750366
"NTRK2",244.457663780809,-0.0730924753097839,0.681446720446521,-0.107260733842684,0.914582134632975,0.966533485750366
"NUDT17",30.4855047372178,-0.0688379127544964,0.463279989954498,-0.148588141614443,0.881878630750219,0.966533485750366
"NUSAP1",1330.07938663622,-0.0553407768190388,0.510666844199609,-0.108369629725574,0.913702491196825,0.966533485750366
"OGFR-AS1",6.47195064931376,0.0713541513744407,0.548223185577063,0.130155296696058,0.89644356171388,0.966533485750366
"OLAH",61.7565683019012,-0.0730194732826179,0.657430370278019,-0.111067995309889,0.911562427722933,0.966533485750366
"OLFM4",17.398011740605,-0.0729145522232223,0.621629435418957,-0.11729584873033,0.906625614557589,0.966533485750366
"OPCML",33.4071420028841,-0.0729981774872538,0.650299451492899,-0.112253174010329,0.910622668787476,0.966533485750366
"OR6C68",5.1717286573159,-0.0728620158123564,0.602196870007871,-0.120993680706783,0.903696040487715,0.966533485750366
"OSR2",7.17202212009952,-0.0728813115987428,0.609490564381796,-0.119577423930534,0.904817904474589,0.966533485750366
"OTOA",6.04570323464521,-0.072904396496531,0.61783041279146,-0.11800066003086,0.906067134908557,0.966533485750366
"OTOGL",5.17851121732602,-0.0728855988529381,0.611008617864721,-0.119287350001134,0.905047705175576,0.966533485750366
"OTX1",5.19337296882568,-0.072858373564853,0.600813466332036,-0.121266212639429,0.903480180886154,0.966533485750366
"OVCH1",5.52304838921491,-0.0866894989541596,0.552261478192862,-0.156971837394542,0.875267043420603,0.966533485750366
"OXCT2",5.62275351740319,0.0778806917813529,0.590680863952465,0.131849017860887,0.895103714311955,0.966533485750366
"PADI2",6.15184742639508,0.0772503445165805,0.596427057889002,0.129521864400319,0.896944725378251,0.966533485750366
"PANDAR",10.5007420941862,0.0661660259028614,0.585281408566567,0.113049936209166,0.909990965565275,0.966533485750366
"PAPLN",12.2334756292779,0.0638338182180246,0.48667179626332,0.131163997396485,0.895645575772125,0.966533485750366
"PAQR7",8.56703269240515,-0.0793780488653991,0.495856351182106,-0.160082751135816,0.872815888540181,0.966533485750366
"PARP9",319.575014630423,0.0720341022662847,0.482374950939769,0.149332178476405,0.881291525186631,0.966533485750366
"PAX3",5.53337257861472,-0.0728598671546929,0.60139916267273,-0.121150596271019,0.903571754250726,0.966533485750366
"PCDH18",18.6756222307733,-0.0730222020083356,0.658181899684646,-0.110945320804663,0.911659706607937,0.966533485750366
"PCDH8",6.17198467663497,-0.0728835161601176,0.610283899924891,-0.119425592202396,0.904938186740561,0.966533485750366
"PDC",5.48420208632655,0.0809502742796545,0.565101588595268,0.143249065147527,0.886093480976189,0.966533485750366
"PDE10A",5.78061725233681,-0.0728668900353626,0.604079111629745,-0.120624747044762,0.903988266658182,0.966533485750366
"PDE4DIP",422.399416714161,0.0704086768229475,0.466201177158634,0.151026381469195,0.879954905183194,0.966533485750366
"PDGFC",7.47931866980258,-0.0729136629963591,0.621195233479073,-0.117376404496857,0.906561781291899,0.966533485750366
"PDGFRA",42.2871714898962,-0.0730579702339946,0.670008782166834,-0.10904031734886,0.913170512346935,0.966533485750366
"PDILT",5.89989755846193,-0.0728619104587362,0.602187824496751,-0.120995323211038,0.90369473951676,0.966533485750366
"PDK4",29.8064968673457,-0.136113838670664,0.864458507941622,-0.157455606509984,0.874885792280121,0.966533485750366
"PDZD2",10.5348600102722,-0.0670490151796369,0.480933525298758,-0.139414309156314,0.889122765709278,0.966533485750366
"PGLYRP4",14.296241836818,-0.0728810239001921,0.609500233418599,-0.119575054945284,0.904819781186211,0.966533485750366
"PGM5",8.18692131506373,-0.0729695000220245,0.640474066821876,-0.113930452147906,0.909292925407965,0.966533485750366
"PHLDB1",7.22942733397665,-0.0763950870190329,0.578189510337334,-0.132128109647755,0.894882962539964,0.966533485750366
"PIK3C2B",46.6841436897081,0.0567986157102774,0.43436554972931,0.130762247939952,0.895963388283763,0.966533485750366
"PIR",22.5631065402432,-0.0729720697702995,0.641501500836197,-0.113751986043962,0.909434401030562,0.966533485750366
"PKP4",52.3007741899503,0.0915161018457279,0.624623563952333,0.146514007999723,0.883515632461204,0.966533485750366
"PLA2G4A",11.3270987833219,-0.072953845324163,0.635216017130439,-0.114848875589959,0.908564908214589,0.966533485750366
"PLD5",49.4268578280967,-0.0730218475912239,0.658186984942645,-0.110943925148546,0.911660813348131,0.966533485750366
"PLEKHG4",50.8872514483365,-0.0778142296686977,0.65130324049734,-0.119474654554579,0.904899318928137,0.966533485750366
"PLXDC2",5.78549831088519,-0.0728827595554288,0.609983427289278,-0.119483179861647,0.904892565095893,0.966533485750366
"POLR2J2",10.0471567515347,0.0677110804215509,0.545739255213891,0.124072219058189,0.901258094151054,0.966533485750366
"POM121L10P",9.04474824402633,0.0633661414470035,0.517158898394114,0.122527412065747,0.902481337856895,0.966533485750366
"POMK",14.5028194023032,-0.0762278299482465,0.513403342974218,-0.148475523175692,0.881967501516568,0.966533485750366
"PPARD",133.996752465219,0.0585639741892213,0.483109619327544,0.121222951989113,0.903514445116949,0.966533485750366
"PPFIA3",14.9292640988077,0.0781551178538591,0.545018690727268,0.143398968115331,0.885975097877697,0.966533485750366
"PPM1H",6.32457291282837,-0.0728604766088337,0.601659061918662,-0.12109927568694,0.903612402872998,0.966533485750366
"PPP1R13L",18.318776181146,0.0486727612579112,0.418439207848803,0.116319791130803,0.907399101025611,0.966533485750366
"PPP1R32",25.6352071461668,0.0495851034483435,0.397000412461968,0.124899375143832,0.900603213061271,0.966533485750366
"PPP1R3F",62.9528399439477,0.0740252199212889,0.469940061817679,0.157520556206609,0.874834608613415,0.966533485750366
"PRDM13",9.80284848941383,-0.0728892251139684,0.612451958124954,-0.119012151315707,0.90526572884712,0.966533485750366
"PRICKLE2",8.03135352178369,-0.0728687938149596,0.604856528523658,-0.120472856584385,0.904108580327715,0.966533485750366
"PRICKLE2-AS1",5.13522259430645,-0.0728641828867907,0.603013518047626,-0.120833415348138,0.903822982392129,0.966533485750366
"PRICKLE3",82.0911593166425,0.0537800054632706,0.466362988788393,0.115317910632211,0.90819314243648,0.966533485750366
"PRIMA1",7.74250315064924,-0.072922766545483,0.624391770809177,-0.116790082692761,0.907026402832426,0.966533485750366
"PRLR",6.2250354167513,-0.072863587223638,0.602837970459382,-0.120867614175188,0.903795894209416,0.966533485750366
"PROX2",6.18472977506207,0.0727694907864308,0.529770565917482,0.137360388568219,0.890745939551518,0.966533485750366
"PRR25",8.23181958697511,-0.0713851730093808,0.556334623581751,-0.128313374691286,0.89790098112598,0.966533485750366
"PRSS33",6.61510620957003,-0.0729474401740147,0.632941735296625,-0.115251430117542,0.908245834890709,0.966533485750366
"PRTG",5.57666120163429,-0.072873723226257,0.606640726534116,-0.120126658232463,0.904382815082503,0.966533485750366
"PTDSS2",123.367065921867,-0.0568791568824816,0.449802558324827,-0.126453609099764,0.899372868760717,0.966533485750366
"PTGIS",32.0923763997264,0.0747244403691728,0.621011662826269,0.120326951717938,0.9042241548328,0.966533485750366
"PTGS2",8.11412776489935,-0.0729025716233294,0.617244127065446,-0.1181097857827,0.905980669793982,0.966533485750366
"PTN",7.59479597300422,-0.0729651323648681,0.638982374982283,-0.114189585224305,0.909087507693217,0.966533485750366
"PTPLAD2",170.857588467335,0.0468699342257606,0.440831813737613,0.106321578355182,0.915327211573863,0.966533485750366
"PTPRB",5.8585104369041,-0.0728574971247906,0.60050550930058,-0.121326942045293,0.903432080979137,0.966533485750366
"PTPRG",9.08444170536456,-0.0729702478022524,0.640750074030875,-0.11388254291288,0.909330904264049,0.966533485750366
"PTPRS",7.24304561511719,-0.0698134107805086,0.545499084980313,-0.127980802723121,0.898164165304841,0.966533485750366
"PXT1",9.61903016797,-0.0834310032536947,0.587305527324093,-0.142057241711698,0.88703479174668,0.966533485750366
"RAB23",74.7928181552885,0.0871705574078884,0.622765876250968,0.139973239915861,0.888681133663438,0.966533485750366
"RAMP2",5.87337218840376,-0.0728724200713725,0.606155332764021,-0.120220702734858,0.904308318303453,0.966533485750366
"RBM11",7.48790374531076,-0.0646135464940636,0.508535645376472,-0.127058048106401,0.898894455042018,0.966533485750366
"RBM26-AS1",42.1656569839404,0.0596480831968095,0.463896425978004,0.128580605188016,0.897689513715418,0.966533485750366
"RBPJL",11.8691529423517,-0.0729997135197856,0.650666339078662,-0.11219223914849,0.910670982582647,0.966533485750366
"RBPMS-AS1",95.4257468564849,-0.073059276094672,0.670534463027573,-0.108956780185164,0.91323677059209,0.966533485750366
"RENBP",18.1080934946499,0.0544227319587611,0.432643979758195,0.125791030281244,0.899897342171282,0.966533485750366
"REXO2",695.431104998444,0.076238902272816,0.488556157419743,0.156049414412181,0.875994071215582,0.966533485750366
"RFTN2",7.50378678987057,0.0830292427867346,0.517704139516214,0.160379715843733,0.872581967196003,0.966533485750366
"RFX2",27.4883700957224,0.0829662331643198,0.677976940100221,0.122373237579519,0.902603432510584,0.966533485750366
"RGMB-AS1",5.39244796097982,-0.0728591997019486,0.601142784714977,-0.121201154791359,0.90353170947045,0.966533485750366
"RGS4",12.2584351280176,-0.111275034349834,0.717399958785126,-0.155108782746895,0.876735558354951,0.966533485750366
"RHBDL2",6.86857774681642,0.0591223715029361,0.531825050627927,0.111168835377593,0.911482464183832,0.966533485750366
"RHOBTB1",11.570759029975,-0.0729155013574188,0.621904566706177,-0.117245483086906,0.906665525147789,0.966533485750366
"RHOF",1166.81872344263,0.0757591651391981,0.487799825333394,0.15530789722489,0.876578590073342,0.966533485750366
"RHOV",6.71962780301186,-0.0824028204338496,0.530809431387755,-0.155239932754048,0.876632168083939,0.966533485750366
"RIMS2",8.57699210788246,-0.0729289279555857,0.6265708125875,-0.116393752294999,0.907340486687445,0.966533485750366
"RNF126P1",5.34510245902777,0.0844897554349993,0.567107828746884,0.148983581520454,0.881566588418872,0.966533485750366
"ROR2",6.1403596721739,-0.0728706363836773,0.60549098301548,-0.120349664037547,0.904206163763505,0.966533485750366
"RP1",13.7420869075207,-0.0730460133881059,0.665951079247596,-0.109686755775867,0.91265780439338,0.966533485750366
"RPH3AL",15.1335486273311,-0.0654127246935965,0.476045263507734,-0.137408624153938,0.890707814620044,0.966533485750366
"RPL13AP6",22.9485563380685,0.0755454379501252,0.481160451366349,0.157006748446592,0.875239529576912,0.966533485750366
"RPS12",4081.85016664804,-0.0741184486244727,0.55134182771335,-0.134432841658094,0.893060313439404,0.966533485750366
"RPS15AP10",32.149983478703,-0.0697803342075783,0.491345035546251,-0.14201900733565,0.887064992179026,0.966533485750366
"RPS26",2774.32467302938,-0.0741705734642576,0.68194935130504,-0.10876258379353,0.913390801518892,0.966533485750366
"RPS4X",5348.6897680812,0.0671816698372692,0.542376305323597,0.123865421807442,0.90142183145849,0.966533485750366
"RRAD",48.7833858758249,0.0665662011603437,0.581364985143731,0.114499845813532,0.908841568618578,0.966533485750366
"RRAGC",312.878026610616,0.0740965056793898,0.519996740943409,0.142494173223008,0.886689681504266,0.966533485750366
"RRAGD",7.66929988811597,-0.0776779917375966,0.521272469059191,-0.149016102610967,0.88154092678609,0.966533485750366
"RSPH4A",5.979196777656,-0.0869802014049061,0.54672824127296,-0.159092204936017,0.873596229563796,0.966533485750366
"RUSC1",155.129935397507,0.0561507483208487,0.464043282552632,0.121003256446192,0.903688455878524,0.966533485750366
"RYBP",626.128280568562,0.0601209921051651,0.526538815290336,0.114181500697179,0.90909391629734,0.966533485750366
"RYR2",69.6132249622678,0.0712046260436865,0.660157688144973,0.107860026963815,0.914106725938235,0.966533485750366
"SASH1",6.23245047752145,-0.0957399464637653,0.595571196300653,-0.160753151022828,0.872287825299672,0.966533485750366
"SCGB1A1",7.78389027220707,-0.0729592424362744,0.636985108708012,-0.114538380001154,0.908811023735717,0.966533485750366
"SCNN1B",5.28560631792095,-0.0658238617189685,0.570928633058407,-0.115292626621924,0.908213182494798,0.966533485750366
"SCRN1",6.55131582193239,0.0767305781534608,0.53392794676053,0.143709612165843,0.885729780583528,0.966533485750366
"SCUBE2",5.27804871340309,-0.0728801894521756,0.609024285254918,-0.119667131864323,0.904746838183728,0.966533485750366
"SDC1",5.27614721194135,-0.0728745734069205,0.606920164092609,-0.120072750451245,0.904425518182165,0.966533485750366
"SDPR",5.25152334334492,-0.0728669813067478,0.604097417753499,-0.12062124280836,0.903991042367518,0.966533485750366
"SDSL",13.8947178552313,0.0750849430272336,0.61733835482271,0.121626888141102,0.903194517919834,0.966533485750366
"SEC14L1P1",26.6015859509842,0.0789994706230166,0.486397194020903,0.162417611766941,0.870977002789221,0.966533485750366
"SEC14L6",5.43871614108603,-0.072873342282331,0.606469996643672,-0.120159847454329,0.904356524346673,0.966533485750366
"SEC16B",5.3410801464707,-0.0728961165381667,0.614845192859099,-0.118560114618757,0.905623866325586,0.966533485750366
"SEC31B",232.740123237875,0.0594865904152766,0.487964095027379,0.121907720304583,0.902972101316731,0.966533485750366
"SEMA3C",24.6856598662386,-0.0730308429424784,0.661059435014603,-0.110475456629501,0.912032313482074,0.966533485750366
"SERPINE1",8.64322167389124,-0.0729006149226633,0.616551237295895,-0.118239345755585,0.905878015197804,0.966533485750366
"SERPING1",5.67422431275477,-0.0933557301738864,0.592307035843079,-0.157613745109419,0.874761171929652,0.966533485750366
"SH3BGR",14.6172682587548,0.0671050688187789,0.48915538086982,0.137185588553584,0.890884101875737,0.966533485750366
"SH3GL2",5.88313430550052,-0.0729085827571717,0.619317308151036,-0.117724116212478,0.906286257676402,0.966533485750366
"SHANK3",5.37568470801842,-0.0728709153884689,0.605560651124318,-0.120336278873425,0.90421676652378,0.966533485750366
"SHB",10.2548274442732,0.0656222346667407,0.589709818404092,0.111278857191714,0.911395220782291,0.966533485750366
"SHC3",5.13522259430645,-0.0728641828867907,0.603013518047626,-0.120833415348138,0.903822982392129,0.966533485750366
"SHC4",42.2273475959006,-0.103193098279653,0.647007785641172,-0.159492823069185,0.873280612304237,0.966533485750366
"SIAH3",7.68823303987094,-0.0687421401616792,0.519811642548397,-0.132244325703573,0.894791042133304,0.966533485750366
"SIGLEC16",5.62046015337015,-0.0807792174082346,0.547712483674605,-0.147484711077401,0.882749446557536,0.966533485750366
"SIGLEC6",5.13522259430645,-0.0728641828867907,0.603013518047626,-0.120833415348138,0.903822982392129,0.966533485750366
"SIGLECL1",14.43206682005,-0.0729381103997019,0.629841830465418,-0.115803852446264,0.907807997249769,0.966533485750366
"SIX1",6.97994826381002,-0.0728674993484233,0.604352686702416,-0.120571151500983,0.904030719872955,0.966533485750366
"SIX2",5.15686690581623,-0.072867031577253,0.604098752833647,-0.120621059446747,0.903991187608476,0.966533485750366
"SIX3",82.2035617534643,-0.0961212931718078,0.628378087727434,-0.152967289994844,0.878424070470297,0.966533485750366
"SIX4",5.78061725233681,-0.0728668900353626,0.604079111629745,-0.120624747044762,0.903988266658182,0.966533485750366
"SLC10A1",5.41674660504352,-0.0706091748235483,0.569388067820333,-0.124008876922634,0.901308246551305,0.966533485750366
"SLC24A4",5.6856659400239,0.0627989625713779,0.590468400092874,0.106354484950423,0.915301103937311,0.966533485750366
"SLC26A10",7.03299900392635,-0.0728758312650762,0.607469055752647,-0.119966326802908,0.904509822586792,0.966533485750366
"SLC26A5",5.28424152384477,0.0902496461003515,0.578567383256512,0.155988133296375,0.876042374977875,0.966533485750366
"SLC2A12",13.2168439733707,0.059958034889405,0.456370345499496,0.131380216704881,0.895474537786217,0.966533485750366
"SLC38A6",76.1378188500117,0.0784589091020663,0.5055037622703,0.155209347502568,0.876656279350366,0.966533485750366
"SLC39A10",184.700780155006,0.0628659662603984,0.514686626574103,0.122144161154627,0.902784848146808,0.966533485750366
"SLC47A1",5.3973290195282,-0.0728619525298178,0.602182627528143,-0.12099643729163,0.903693857092105,0.966533485750366
"SLC48A1",133.699714512516,0.0559397551146821,0.462181143946161,0.121034265130467,0.90366389504158,0.966533485750366
"SLC4A11",5.58103593697068,0.0728466713957068,0.577030636711397,0.126244027199099,0.899538761466813,0.966533485750366
"SLC5A1",5.43871614108603,-0.072873342282331,0.606469996643672,-0.120159847454329,0.904356524346673,0.966533485750366
"SLC7A11-AS1",7.71299822350443,-0.0728570873094578,0.600404426899797,-0.121346685742571,0.903416443326271,0.966533485750366
"SLC7A6",723.005992912443,0.0701055009648155,0.473799026534551,0.147964636984545,0.882370676588039,0.966533485750366
"SLC8A1",30.1859296155379,-0.0696807863911175,0.63904012533091,-0.109039767033463,0.913170948832517,0.966533485750366
"SLC9A7P1",21.0301721848633,-0.0729503227180349,0.63409732625732,-0.115045939632982,0.908408709195133,0.966533485750366
"SLFNL1-AS1",19.0616812579494,0.0722839168712311,0.476816634282797,0.15159688583423,0.879504889762951,0.966533485750366
"SMTN",96.0242823201251,-0.0761164769611336,0.581436445990465,-0.130911086647606,0.895845644286805,0.966533485750366
"SNAR-G2",6.38760434589599,-0.072866660675348,0.604007175032872,-0.12063873359018,0.903977187912548,0.966533485750366
"SNCA",5.13522259430645,-0.0728641828867907,0.603013518047626,-0.120833415348138,0.903822982392129,0.966533485750366
"SNHG7",176.401207831565,-0.0581191722960879,0.437957839633096,-0.132704947911831,0.894426729611328,0.966533485750366
"SNORA70",41.735325135072,0.0476960046823464,0.433676495527351,0.10998060806673,0.912424754129754,0.966533485750366
"SNORD21",5.94225761152464,-0.0797332332488641,0.540010979459764,-0.147651133554045,0.882618098583004,0.966533485750366
"SNORD23",5.59609449261309,-0.0726199357730098,0.551401099843875,-0.131700745235313,0.895220996040973,0.966533485750366
"SNORD47",11.6125319400419,0.0697845065555778,0.466656676771327,0.149541429554589,0.881126420815152,0.966533485750366
"SNORD5",8.28644263295796,0.0777028591639158,0.493378391339553,0.157491411314038,0.874857576207402,0.966533485750366
"SNORD77",5.23428415134508,0.0859119197129438,0.578948929609156,0.148392915711827,0.882032690619781,0.966533485750366
"SNORD80",16.8934072600204,-0.0540866788297188,0.45277736813347,-0.119455349662652,0.904914612479126,0.966533485750366
"SNORD96A",8.94865049848415,-0.0710604964587133,0.564943361860464,-0.125783399285723,0.8999033828462,0.966533485750366
"SNX7",5.43383508253765,-0.0728591786738908,0.601129680926653,-0.121203761826528,0.903529644579834,0.966533485750366
"SORBS2",5.2564044018933,-0.0728630561308343,0.602600981280231,-0.12091426730842,0.903758941409246,0.966533485750366
"SORCS1",23.8316466748118,-0.0729505398332998,0.634187946942524,-0.115029842785567,0.908421467918576,0.966533485750366
"SPACA6P",17.7062228427795,0.0718655540317841,0.454219123810812,0.158217807803524,0.874285171894995,0.966533485750366
"SPAG6",5.63779113324017,-0.0728655164519271,0.603542838890807,-0.120729651247026,0.903905172472804,0.966533485750366
"SPATA12",7.57993422150455,-0.0729260892003377,0.625551050691232,-0.116578957256573,0.907193713680521,0.966533485750366
"SPATA24",43.1492214172679,0.0810717379353832,0.51469250469039,0.157514899083583,0.874839066693476,0.966533485750366
"SPATA41",11.4845043277192,0.055809103901311,0.455770281418877,0.122450072276695,0.9025425848931,0.966533485750366
"SPIRE1",25.513651655552,0.0735770722795589,0.531283242129823,0.138489352656035,0.889853683883284,0.966533485750366
"SPOCK1",20.767847183787,-0.0730467103852645,0.666237280887231,-0.109640682802962,0.912694344924591,0.966533485750366
"SPRY2",8.76991291880156,0.0764872609072781,0.656079888529627,0.116582236774088,0.907191114725519,0.966533485750366
"SSR4P1",12.6679104922277,-0.0571321576042764,0.477828404547919,-0.119566264919579,0.904826744654809,0.966533485750366
"ST18",5.19337296882568,-0.072858373564853,0.600813466332036,-0.121266212639429,0.903480180886154,0.966533485750366
"ST3GAL4-AS1",28.1599195321008,0.0580604385757428,0.511517035205022,0.113506363580778,0.909629118280262,0.966533485750366
"ST8SIA5",5.1717286573159,-0.0728620158123564,0.602196870007871,-0.120993680706783,0.903696040487715,0.966533485750366
"ST8SIA6-AS1",6.12061686212585,-0.0728579033383031,0.600672508564667,-0.121293886934164,0.903458261790238,0.966533485750366
"STAG3L5P",16.1851138012944,0.110702443609752,0.690907270514818,0.160227643178894,0.872701754592587,0.966533485750366
"STARD13",54.8186310455721,-0.073077689171352,0.676462511259473,-0.108029178195392,0.913972546794085,0.966533485750366
"STC1",8.46579099324689,-0.0728891606899595,0.612400479614356,-0.11902205030254,0.905257886340352,0.966533485750366
"STC2",5.37568470801842,-0.0728709153884689,0.605560651124318,-0.120336278873425,0.90421676652378,0.966533485750366
"STEAP1",50.3085253027878,-0.0730141780934699,0.655656845125103,-0.111360353569615,0.911330597729845,0.966533485750366
"STOX2",5.13522259430645,-0.0728641828867907,0.603013518047626,-0.120833415348138,0.903822982392129,0.966533485750366
"STX18-AS1",15.3609656954207,-0.0541179916607562,0.489462147939591,-0.110566244782294,0.911960316081226,0.966533485750366
"SUOX",121.765196235526,0.0761223257282722,0.572610761813948,0.132939041325608,0.894241590398501,0.966533485750366
"SYNPO2",13.2055900677579,-0.0972738846698237,0.64677459610599,-0.150398431316685,0.880450278822599,0.966533485750366
"SYT3",10.4344594515694,-0.0729803089026752,0.6441611476965,-0.11329511126781,0.909796592930347,0.966533485750366
"TACC2",11.0928143596377,-0.0730034581054678,0.651898806055867,-0.111985874843298,0.910834606359017,0.966533485750366
"TBX19",23.8536849212511,-0.0949942359728134,0.685936501578374,-0.138488381583757,0.88985445129233,0.966533485750366
"TEK",7.31972929774454,-0.0728875182367354,0.611775657216702,-0.119140925888323,0.905163707465784,0.966533485750366
"TENM3",204.579794926668,-0.0731088702393957,0.686742612670632,-0.106457454205568,0.915219410147925,0.966533485750366
"TENM4",5.62292938174051,-0.0728756640041216,0.607350318185365,-0.119989504939849,0.904491461735362,0.966533485750366
"TEX15",19.3469373888795,-0.0729532291851559,0.635082217123144,-0.11487210193922,0.908546498112148,0.966533485750366
"TFAP2A",77.5521989722355,-0.0730089258365215,0.653969967184186,-0.111639569858044,0.911109195911707,0.966533485750366
"TFEC",8.60183455233341,-0.0728808191251214,0.609344228100059,-0.119605332690792,0.904795795176994,0.966533485750366
"THAP10",7.67553384909605,0.0951685463651071,0.590530765033123,0.161157643259736,0.871969240761656,0.966533485750366
"THNSL1",33.3473744341066,0.0703970362382685,0.451779790351878,0.155821570025163,0.876173667881046,0.966533485750366
"THRA",99.5260797664142,-0.0766858427274065,0.497705943043229,-0.154078615695264,0.877547749126093,0.966533485750366
"THSD7A",7.88532926974588,-0.0728919651272218,0.613410268380688,-0.118830689482336,0.905409494252389,0.966533485750366
"TIE1",70.2101886513584,-0.0731058197555916,0.685622052873889,-0.106626995804988,0.915084901116579,0.966533485750366
"TIGD3",12.0341121816817,0.0608168378529678,0.505120478601406,0.120400657723004,0.904165770405402,0.966533485750366
"TINCR",8.50225444803104,0.0549828458122447,0.487445935699446,0.112797834150261,0.910190835483087,0.966533485750366
"TLDC1",80.53654781372,0.0608869287069321,0.462229332328285,0.131724502208114,0.895202204428623,0.966533485750366
"TLE1",11.8296673222556,-0.0729394750754429,0.630284990045985,-0.115724594790241,0.907870813385786,0.966533485750366
"TLE4",335.70789018459,0.0735664424431483,0.478213562870534,0.153835959820037,0.877739079475109,0.966533485750366
"TLE6",9.4796121325862,-0.072892052702985,0.613480479751107,-0.118817232347079,0.905420155959506,0.966533485750366
"TMEFF2",60.3579437224193,-0.0730654553884985,0.672493222175312,-0.108648612326759,0.913481201885146,0.966533485750366
"TMEM132B",5.66621800476008,-0.0729222673647152,0.624170230566731,-0.116830735901172,0.906994186805092,0.966533485750366
"TMEM150C",5.57227902642902,-0.0590181812253988,0.552898211726529,-0.106743302788236,0.914992628179809,0.966533485750366
"TMEM192",206.747286296247,0.0665008445677731,0.468304243821634,0.142003506150377,0.887077236246588,0.966533485750366
"TMEM26",7.49037741837877,-0.0729350355914962,0.628667557140145,-0.116015268742804,0.907640440802769,0.966533485750366
"TMEM31",5.56258335950504,0.0911083662362938,0.568905804861324,0.160146663046446,0.872765543705466,0.966533485750366
"TMEM61",5.84174718394269,-0.0728801382657137,0.609010695307242,-0.119669718163071,0.90474478933881,0.966533485750366
"TMPRSS11E",5.50823518474953,-0.0814681216984988,0.56865337122838,-0.143264993791411,0.8860809015033,0.966533485750366
"TMTC1",12.5540332204782,-0.0730403518227566,0.664079726555349,-0.109987323663116,0.91241942816936,0.966533485750366
